2026-02-05 10:20:27 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 13:39:13 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "POST /api/v1/orders HTTP/1.1" 200 615
2026-02-05 13:39:13 | INFO     | backpack_quant_trading.core.api_client:436 | 执行订单成功: PAXG_USDC_PERP Ask 0.0015 Limit (仅减少: False) - {'clientId': None, 'createdAt': 1770269953152, 'executedQuantity': '0', 'executedQuoteQuantity': '0', 'id': '30274027514', 'operation': 'Ok', 'orderType': 'Limit', 'postOnly': False, 'price': '4876', 'quantity': '0.0015', 'reduceOnly': None, 'relatedOrderId': None, 'selfTradePrevention': 'RejectTaker', 'side': 'Ask', 'status': 'NEW', 'stopLossLimitPrice': None, 'stopLossTriggerBy': None, 'stopLossTriggerPrice': None, 'strategyId': None, 'symbol': 'PAXG_USDC_PERP', 'takeProfitLimitPrice': None, 'takeProfitTriggerBy': None, 'takeProfitTriggerPrice': None, 'timeInForce': 'GTC', 'triggerBy': None, 'triggerPrice': None, 'triggerQuantity': None, 'triggeredAt': None, 'orderId': '30274027514'}
2026-02-05 13:39:13 | INFO     | grid_strategy:453 | 📌 挂单成功: SELL @ $4876.00, ID: 30274027514
2026-02-05 13:39:13 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269953368726,"V":"33333379.758...ticker.PAXG_USDC_PERP"}' [201 bytes]
2026-02-05 13:39:13 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 1195
2026-02-05 13:39:13 | INFO     | grid_strategy:414 | 📝 准备下单: SELL @ $4884.00, 数量: 0.0015 PAXG
2026-02-05 13:39:13 | INFO     | backpack_quant_trading.core.api_client:413 | 准备发送订单数据: [{'symbol': 'PAXG_USDC_PERP', 'side': 'Ask', 'quantity': '0.0015', 'orderType': 'Limit', 'price': '4884.0'}]
2026-02-05 13:39:14 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "POST /api/v1/orders HTTP/1.1" 200 615
2026-02-05 13:39:14 | INFO     | backpack_quant_trading.core.api_client:436 | 执行订单成功: PAXG_USDC_PERP Ask 0.0015 Limit (仅减少: False) - {'clientId': None, 'createdAt': 1770269954084, 'executedQuantity': '0', 'executedQuoteQuantity': '0', 'id': '30274031270', 'operation': 'Ok', 'orderType': 'Limit', 'postOnly': False, 'price': '4884', 'quantity': '0.0015', 'reduceOnly': None, 'relatedOrderId': None, 'selfTradePrevention': 'RejectTaker', 'side': 'Ask', 'status': 'NEW', 'stopLossLimitPrice': None, 'stopLossTriggerBy': None, 'stopLossTriggerPrice': None, 'strategyId': None, 'symbol': 'PAXG_USDC_PERP', 'takeProfitLimitPrice': None, 'takeProfitTriggerBy': None, 'takeProfitTriggerPrice': None, 'timeInForce': 'GTC', 'triggerBy': None, 'triggerPrice': None, 'triggerQuantity': None, 'triggeredAt': None, 'orderId': '30274031270'}
2026-02-05 13:39:14 | INFO     | grid_strategy:453 | 📌 挂单成功: SELL @ $4884.00, ID: 30274031270
2026-02-05 13:39:14 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 1792
2026-02-05 13:39:14 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269954368429,"V":"33333379.758...ticker.PAXG_USDC_PERP"}' [201 bytes]
2026-02-05 13:39:14 | INFO     | grid_strategy:414 | 📝 准备下单: SELL @ $4892.00, 数量: 0.0015 PAXG
2026-02-05 13:39:14 | INFO     | backpack_quant_trading.core.api_client:413 | 准备发送订单数据: [{'symbol': 'PAXG_USDC_PERP', 'side': 'Ask', 'quantity': '0.0015', 'orderType': 'Limit', 'price': '4892.0'}]
2026-02-05 13:39:14 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "POST /api/v1/orders HTTP/1.1" 200 615
2026-02-05 13:39:14 | INFO     | backpack_quant_trading.core.api_client:436 | 执行订单成功: PAXG_USDC_PERP Ask 0.0015 Limit (仅减少: False) - {'clientId': None, 'createdAt': 1770269954752, 'executedQuantity': '0', 'executedQuoteQuantity': '0', 'id': '30274033229', 'operation': 'Ok', 'orderType': 'Limit', 'postOnly': False, 'price': '4892', 'quantity': '0.0015', 'reduceOnly': None, 'relatedOrderId': None, 'selfTradePrevention': 'RejectTaker', 'side': 'Ask', 'status': 'NEW', 'stopLossLimitPrice': None, 'stopLossTriggerBy': None, 'stopLossTriggerPrice': None, 'strategyId': None, 'symbol': 'PAXG_USDC_PERP', 'takeProfitLimitPrice': None, 'takeProfitTriggerBy': None, 'takeProfitTriggerPrice': None, 'timeInForce': 'GTC', 'triggerBy': None, 'triggerPrice': None, 'triggerQuantity': None, 'triggeredAt': None, 'orderId': '30274033229'}
2026-02-05 13:39:14 | INFO     | grid_strategy:453 | 📌 挂单成功: SELL @ $4892.00, ID: 30274033229
2026-02-05 13:39:15 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2389
2026-02-05 13:39:15 | INFO     | grid_strategy:414 | 📝 准备下单: SELL @ $4900.00, 数量: 0.0015 PAXG
2026-02-05 13:39:15 | INFO     | backpack_quant_trading.core.api_client:413 | 准备发送订单数据: [{'symbol': 'PAXG_USDC_PERP', 'side': 'Ask', 'quantity': '0.0015', 'orderType': 'Limit', 'price': '4900.0'}]
2026-02-05 13:39:15 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "POST /api/v1/orders HTTP/1.1" 200 615
2026-02-05 13:39:15 | INFO     | backpack_quant_trading.core.api_client:436 | 执行订单成功: PAXG_USDC_PERP Ask 0.0015 Limit (仅减少: False) - {'clientId': None, 'createdAt': 1770269955342, 'executedQuantity': '0', 'executedQuoteQuantity': '0', 'id': '30274034352', 'operation': 'Ok', 'orderType': 'Limit', 'postOnly': False, 'price': '4900', 'quantity': '0.0015', 'reduceOnly': None, 'relatedOrderId': None, 'selfTradePrevention': 'RejectTaker', 'side': 'Ask', 'status': 'NEW', 'stopLossLimitPrice': None, 'stopLossTriggerBy': None, 'stopLossTriggerPrice': None, 'strategyId': None, 'symbol': 'PAXG_USDC_PERP', 'takeProfitLimitPrice': None, 'takeProfitTriggerBy': None, 'takeProfitTriggerPrice': None, 'timeInForce': 'GTC', 'triggerBy': None, 'triggerPrice': None, 'triggerQuantity': None, 'triggeredAt': None, 'orderId': '30274034352'}
2026-02-05 13:39:15 | INFO     | grid_strategy:453 | 📌 挂单成功: SELL @ $4900.00, ID: 30274034352
2026-02-05 13:39:15 | INFO     | grid_strategy:378 | ✅ 初始订单布置完成 (short_only)
2026-02-05 13:39:15 | INFO     | grid_strategy:255 | ✅ 网格交易启动成功
2026-02-05 13:39:15 | INFO     | grid_strategy:498 | 👀 开始监控网格订单...
2026-02-05 13:39:15 | INFO     | grid_strategy:503 | ✅ 使用 WebSocket 实时数据
2026-02-05 13:39:15 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269955368354,"V":"33333379.758...ticker.PAXG_USDC_PERP"}' [201 bytes]
2026-02-05 13:39:15 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:15 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:16 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269956370145,"V":"33333379.758...ticker.PAXG_USDC_PERP"}' [201 bytes]
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:16 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269957366288,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:17 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:18 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:18 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269958365501,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:18 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:18 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:18 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:18 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:19 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269959375649,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:19 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269960373062,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:20 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:21 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:21 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:21 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:21 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269961364884,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:21 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:21 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:22 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:22 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:22 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:22 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269962369874,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:22 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:22 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269963370182,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:23 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:24 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:24 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269964374523,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:24 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:24 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:24 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:25 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269965372229,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:25 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:26 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269966364771,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:26 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:27 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:27 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269967375646,"V":"33336652.952...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:27 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:27 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:27 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:28 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:28 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269968371302,"V":"33337083.684...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:28 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:28 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269969364235,"V":"33337083.684...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:29 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
2026-02-05 13:39:30 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269970367498,"V":"33337083.684...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274023716&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274027514&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:30 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274031270&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:31 | DEBUG    | websockets.client:1177 | < TEXT '{"data":{"E":1770269971369860,"V":"33337286.488...ticker.PAXG_USDC_PERP"}' [202 bytes]
2026-02-05 13:39:31 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274033229&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:31 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/order?orderId=30274034352&symbol=PAXG_USDC_PERP HTTP/1.1" 200 596
2026-02-05 13:39:31 | DEBUG    | urllib3.connectionpool:475 | https://api.backpack.exchange:443 "GET /api/v1/orders?symbol=PAXG_USDC_PERP HTTP/1.1" 200 2986
